userId	geneSymbol	geneName	entrezgene	gLink
HEXIM1	HEXIM1	HEXIM P-TEFb complex subunit 1	10614	https://www.ncbi.nlm.nih.gov/gene/?term=10614
TTLL7	TTLL7	tubulin tyrosine ligase like 7	79739	https://www.ncbi.nlm.nih.gov/gene/?term=79739
ISX	ISX	intestine specific homeobox	91464	https://www.ncbi.nlm.nih.gov/gene/?term=91464
TRIB1	TRIB1	tribbles pseudokinase 1	10221	https://www.ncbi.nlm.nih.gov/gene/?term=10221
SNORA31	SNORA31	small nucleolar RNA, H/ACA box 31	677814	https://www.ncbi.nlm.nih.gov/gene/?term=677814
PHYHIP	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	9796	https://www.ncbi.nlm.nih.gov/gene/?term=9796
ZNF404	ZNF404	zinc finger protein 404	342908	https://www.ncbi.nlm.nih.gov/gene/?term=342908
SDK2	SDK2	sidekick cell adhesion molecule 2	54549	https://www.ncbi.nlm.nih.gov/gene/?term=54549
HOXC4	HOXC4	homeobox C4	3221	https://www.ncbi.nlm.nih.gov/gene/?term=3221
RANBP17	RANBP17	RAN binding protein 17	64901	https://www.ncbi.nlm.nih.gov/gene/?term=64901
SLC22A14	SLC22A14	solute carrier family 22 member 14	9389	https://www.ncbi.nlm.nih.gov/gene/?term=9389
PCDHB18P	PCDHB18P	protocadherin beta 18 pseudogene	54660	https://www.ncbi.nlm.nih.gov/gene/?term=54660
HIBADH	HIBADH	3-hydroxyisobutyrate dehydrogenase	11112	https://www.ncbi.nlm.nih.gov/gene/?term=11112
TIMP2	TIMP2	TIMP metallopeptidase inhibitor 2	7077	https://www.ncbi.nlm.nih.gov/gene/?term=7077
MPG	MPG	N-methylpurine DNA glycosylase	4350	https://www.ncbi.nlm.nih.gov/gene/?term=4350
PLEKHA5	PLEKHA5	pleckstrin homology domain containing A5	54477	https://www.ncbi.nlm.nih.gov/gene/?term=54477
SPINT1	SPINT1	serine peptidase inhibitor, Kunitz type 1	6692	https://www.ncbi.nlm.nih.gov/gene/?term=6692
PTENP1	PTENP1	phosphatase and tensin homolog pseudogene 1	11191	https://www.ncbi.nlm.nih.gov/gene/?term=11191
TXNRD1	TXNRD1	thioredoxin reductase 1	7296	https://www.ncbi.nlm.nih.gov/gene/?term=7296
ZFAND4	ZFAND4	zinc finger AN1-type containing 4	93550	https://www.ncbi.nlm.nih.gov/gene/?term=93550
LRP1	LRP1	LDL receptor related protein 1	4035	https://www.ncbi.nlm.nih.gov/gene/?term=4035
SLC35G5	SLC35G5	solute carrier family 35 member G5	83650	https://www.ncbi.nlm.nih.gov/gene/?term=83650
KPTN	KPTN	kaptin, actin binding protein	11133	https://www.ncbi.nlm.nih.gov/gene/?term=11133
C1QTNF1-AS1	C1QTNF1-AS1	C1QTNF1 antisense RNA 1	100507410	https://www.ncbi.nlm.nih.gov/gene/?term=100507410
TBX3	TBX3	T-box 3	6926	https://www.ncbi.nlm.nih.gov/gene/?term=6926
ANO10	ANO10	anoctamin 10	55129	https://www.ncbi.nlm.nih.gov/gene/?term=55129
LINC02422	LINC02422	long intergenic non-protein coding RNA 2422	105369723	https://www.ncbi.nlm.nih.gov/gene/?term=105369723
DHCR24-DT	DHCR24-DT	DHCR24 divergent transcript	107984958	https://www.ncbi.nlm.nih.gov/gene/?term=107984958
ABCC6	ABCC6	ATP binding cassette subfamily C member 6	368	https://www.ncbi.nlm.nih.gov/gene/?term=368
RUFY3	RUFY3	RUN and FYVE domain containing 3	22902	https://www.ncbi.nlm.nih.gov/gene/?term=22902
SGSH	SGSH	N-sulfoglucosamine sulfohydrolase	6448	https://www.ncbi.nlm.nih.gov/gene/?term=6448
DGKE	DGKE	diacylglycerol kinase epsilon	8526	https://www.ncbi.nlm.nih.gov/gene/?term=8526
POLD4	POLD4	DNA polymerase delta 4, accessory subunit	57804	https://www.ncbi.nlm.nih.gov/gene/?term=57804
RAPGEF5	RAPGEF5	Rap guanine nucleotide exchange factor 5	9771	https://www.ncbi.nlm.nih.gov/gene/?term=9771
LIMD1	LIMD1	LIM domains containing 1	8994	https://www.ncbi.nlm.nih.gov/gene/?term=8994
EPPK1	EPPK1	epiplakin 1	83481	https://www.ncbi.nlm.nih.gov/gene/?term=83481
RSPH4A	RSPH4A	radial spoke head component 4A	345895	https://www.ncbi.nlm.nih.gov/gene/?term=345895
FAM167B	FAM167B	family with sequence similarity 167 member B	84734	https://www.ncbi.nlm.nih.gov/gene/?term=84734
NDUFA4P1	NDUFA4P1	NDUFA4, mitochondrial complex associated pseudogene 1	360165	https://www.ncbi.nlm.nih.gov/gene/?term=360165
PTGS1	PTGS1	prostaglandin-endoperoxide synthase 1	5742	https://www.ncbi.nlm.nih.gov/gene/?term=5742
ANO9	ANO9	anoctamin 9	338440	https://www.ncbi.nlm.nih.gov/gene/?term=338440
MAP2K3	MAP2K3	mitogen-activated protein kinase kinase 3	5606	https://www.ncbi.nlm.nih.gov/gene/?term=5606
GOLIM4	GOLIM4	golgi integral membrane protein 4	27333	https://www.ncbi.nlm.nih.gov/gene/?term=27333
ANXA4	ANXA4	annexin A4	307	https://www.ncbi.nlm.nih.gov/gene/?term=307
ZNF157	ZNF157	zinc finger protein 157	7712	https://www.ncbi.nlm.nih.gov/gene/?term=7712
CD99L2	CD99L2	CD99 molecule like 2	83692	https://www.ncbi.nlm.nih.gov/gene/?term=83692
TRBV20OR9-2	TRBV20OR9-2	T cell receptor beta variable 20/OR9-2 (non-functional)	6962	https://www.ncbi.nlm.nih.gov/gene/?term=6962
RASAL2	RASAL2	RAS protein activator like 2	9462	https://www.ncbi.nlm.nih.gov/gene/?term=9462
HNRNPH1P1	HNRNPH1P1	heterogeneous nuclear ribonucleoprotein H1 pseudogene 1	100132803	https://www.ncbi.nlm.nih.gov/gene/?term=100132803
ATP2B3	ATP2B3	ATPase plasma membrane Ca2+ transporting 3	492	https://www.ncbi.nlm.nih.gov/gene/?term=492
TMEM30A	TMEM30A	transmembrane protein 30A	55754	https://www.ncbi.nlm.nih.gov/gene/?term=55754
LINC00595	LINC00595	long intergenic non-protein coding RNA 595	414243	https://www.ncbi.nlm.nih.gov/gene/?term=414243
POLE2	POLE2	DNA polymerase epsilon 2, accessory subunit	5427	https://www.ncbi.nlm.nih.gov/gene/?term=5427
CCNB1IP1	CCNB1IP1	cyclin B1 interacting protein 1	57820	https://www.ncbi.nlm.nih.gov/gene/?term=57820
ZGLP1	ZGLP1	zinc finger, GATA-like protein 1	100125288	https://www.ncbi.nlm.nih.gov/gene/?term=100125288
C22orf23	C22orf23	chromosome 22 open reading frame 23	84645	https://www.ncbi.nlm.nih.gov/gene/?term=84645
MCFD2P1	MCFD2P1	multiple coagulation factor deficiency 2 pseudogene 1	645927	https://www.ncbi.nlm.nih.gov/gene/?term=645927
NCBP2-AS1	NCBP2-AS1	NCBP2 antisense RNA 1	100874001	https://www.ncbi.nlm.nih.gov/gene/?term=100874001
MAP3K11	MAP3K11	mitogen-activated protein kinase kinase kinase 11	4296	https://www.ncbi.nlm.nih.gov/gene/?term=4296
HMGB3P24	HMGB3P24	high mobility group box 3 pseudogene 24	646993	https://www.ncbi.nlm.nih.gov/gene/?term=646993
ZNF518A	ZNF518A	zinc finger protein 518A	9849	https://www.ncbi.nlm.nih.gov/gene/?term=9849
PLCD3	PLCD3	phospholipase C delta 3	113026	https://www.ncbi.nlm.nih.gov/gene/?term=113026
RHBDL3	RHBDL3	rhomboid like 3	162494	https://www.ncbi.nlm.nih.gov/gene/?term=162494
CENPV	CENPV	centromere protein V	201161	https://www.ncbi.nlm.nih.gov/gene/?term=201161
ST3GAL6-AS1	ST3GAL6-AS1	ST3GAL6 antisense RNA 1	100874207	https://www.ncbi.nlm.nih.gov/gene/?term=100874207
ABCA8	ABCA8	ATP binding cassette subfamily A member 8	10351	https://www.ncbi.nlm.nih.gov/gene/?term=10351
TVP23B	TVP23B	trans-golgi network vesicle protein 23 homolog B	51030	https://www.ncbi.nlm.nih.gov/gene/?term=51030
PKD2L2	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel	27039	https://www.ncbi.nlm.nih.gov/gene/?term=27039
PHLDA1	PHLDA1	pleckstrin homology like domain family A member 1	22822	https://www.ncbi.nlm.nih.gov/gene/?term=22822
HLA-H	HLA-H	major histocompatibility complex, class I, H (pseudogene)	3136	https://www.ncbi.nlm.nih.gov/gene/?term=3136
SLC2A6	SLC2A6	solute carrier family 2 member 6	11182	https://www.ncbi.nlm.nih.gov/gene/?term=11182
PLCXD3	PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3	345557	https://www.ncbi.nlm.nih.gov/gene/?term=345557
MATN1-AS1	MATN1-AS1	MATN1 antisense RNA 1	100129196	https://www.ncbi.nlm.nih.gov/gene/?term=100129196
STAT2	STAT2	signal transducer and activator of transcription 2	6773	https://www.ncbi.nlm.nih.gov/gene/?term=6773
EIF3FP1	EIF3FP1	eukaryotic translation initiation factor 3 subunit F pseudogene 1	54053	https://www.ncbi.nlm.nih.gov/gene/?term=54053
COPG1	COPG1	coatomer protein complex subunit gamma 1	22820	https://www.ncbi.nlm.nih.gov/gene/?term=22820
ASCL5	ASCL5	achaete-scute family bHLH transcription factor 5	647219	https://www.ncbi.nlm.nih.gov/gene/?term=647219
ABCA17P	ABCA17P	ATP binding cassette subfamily A member 17, pseudogene	650655	https://www.ncbi.nlm.nih.gov/gene/?term=650655
FAM221A	FAM221A	family with sequence similarity 221 member A	340277	https://www.ncbi.nlm.nih.gov/gene/?term=340277
RTEL1P1	RTEL1P1	regulator of telomere elongation helicase 1 pseudogene 1	100421429	https://www.ncbi.nlm.nih.gov/gene/?term=100421429
TTC14	TTC14	tetratricopeptide repeat domain 14	151613	https://www.ncbi.nlm.nih.gov/gene/?term=151613
PRR20G	PRR20G	proline rich 20G	100419008	https://www.ncbi.nlm.nih.gov/gene/?term=100419008
P2RX5-TAX1BP3	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)	100533970	https://www.ncbi.nlm.nih.gov/gene/?term=100533970
GANAB	GANAB	glucosidase II alpha subunit	23193	https://www.ncbi.nlm.nih.gov/gene/?term=23193
FADS3	FADS3	fatty acid desaturase 3	3995	https://www.ncbi.nlm.nih.gov/gene/?term=3995
PXK	PXK	PX domain containing serine/threonine kinase like	54899	https://www.ncbi.nlm.nih.gov/gene/?term=54899
BAIAP2L2	BAIAP2L2	BAI1 associated protein 2 like 2	80115	https://www.ncbi.nlm.nih.gov/gene/?term=80115
GMDS-DT	GMDS-DT	GMDS divergent transcript	100508120	https://www.ncbi.nlm.nih.gov/gene/?term=100508120
ATL1	ATL1	atlastin GTPase 1	51062	https://www.ncbi.nlm.nih.gov/gene/?term=51062
MIR10B	MIR10B	microRNA 10b	406903	https://www.ncbi.nlm.nih.gov/gene/?term=406903
COL6A4P2	COL6A4P2	collagen type VI alpha 4 pseudogene 2	646300	https://www.ncbi.nlm.nih.gov/gene/?term=646300
CHRFAM7A	CHRFAM7A	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	89832	https://www.ncbi.nlm.nih.gov/gene/?term=89832
SERBP1P3	SERBP1P3	SERPINE1 mRNA binding protein 1 pseudogene 3	553148	https://www.ncbi.nlm.nih.gov/gene/?term=553148
EFCAB2	EFCAB2	EF-hand calcium binding domain 2	84288	https://www.ncbi.nlm.nih.gov/gene/?term=84288
DAB1	DAB1	DAB1, reelin adaptor protein	1600	https://www.ncbi.nlm.nih.gov/gene/?term=1600
SNORA80D	SNORA80D	small nucleolar RNA, H/ACA box 80D	109616999	https://www.ncbi.nlm.nih.gov/gene/?term=109616999
TNFSF4	TNFSF4	TNF superfamily member 4	7292	https://www.ncbi.nlm.nih.gov/gene/?term=7292
FGR	FGR	FGR proto-oncogene, Src family tyrosine kinase	2268	https://www.ncbi.nlm.nih.gov/gene/?term=2268
OAF	OAF	out at first homolog	220323	https://www.ncbi.nlm.nih.gov/gene/?term=220323
ANKH	ANKH	ANKH inorganic pyrophosphate transport regulator	56172	https://www.ncbi.nlm.nih.gov/gene/?term=56172
FAM98A	FAM98A	family with sequence similarity 98 member A	25940	https://www.ncbi.nlm.nih.gov/gene/?term=25940
TLE2	TLE2	TLE family member 2, transcriptional corepressor	7089	https://www.ncbi.nlm.nih.gov/gene/?term=7089
C19orf18	C19orf18	chromosome 19 open reading frame 18	147685	https://www.ncbi.nlm.nih.gov/gene/?term=147685
FAM27E3	FAM27E3	family with sequence similarity 27 member E3	100131997	https://www.ncbi.nlm.nih.gov/gene/?term=100131997
GPX1P1	GPX1P1	glutathione peroxidase pseudogene 1	441481	https://www.ncbi.nlm.nih.gov/gene/?term=441481
SLC45A1	SLC45A1	solute carrier family 45 member 1	50651	https://www.ncbi.nlm.nih.gov/gene/?term=50651
LAMC1-AS1	LAMC1-AS1	LAMC1 antisense RNA 1	110841583	https://www.ncbi.nlm.nih.gov/gene/?term=110841583
PCNPP1	PCNPP1	PEST containing nuclear protein pseudogene 1	654427	https://www.ncbi.nlm.nih.gov/gene/?term=654427
DBNDD1	DBNDD1	dysbindin domain containing 1	79007	https://www.ncbi.nlm.nih.gov/gene/?term=79007
CRPPA	CRPPA	CDP-L-ribitol pyrophosphorylase A	729920	https://www.ncbi.nlm.nih.gov/gene/?term=729920
SH2B2	SH2B2	SH2B adaptor protein 2	10603	https://www.ncbi.nlm.nih.gov/gene/?term=10603
SCART1	SCART1	scavenger receptor family member expressed on T cells 1	619207	https://www.ncbi.nlm.nih.gov/gene/?term=619207
ITPKA	ITPKA	inositol-trisphosphate 3-kinase A	3706	https://www.ncbi.nlm.nih.gov/gene/?term=3706
RTTN	RTTN	rotatin	25914	https://www.ncbi.nlm.nih.gov/gene/?term=25914
CHCHD2P9	CHCHD2P9	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9	645345	https://www.ncbi.nlm.nih.gov/gene/?term=645345
CEACAM1	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	634	https://www.ncbi.nlm.nih.gov/gene/?term=634
RNU4-39P	RNU4-39P	RNA, U4 small nuclear 39, pseudogene	106479575	https://www.ncbi.nlm.nih.gov/gene/?term=106479575
DNAJA4	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	55466	https://www.ncbi.nlm.nih.gov/gene/?term=55466
GRN	GRN	granulin precursor	2896	https://www.ncbi.nlm.nih.gov/gene/?term=2896
ESYT3	ESYT3	extended synaptotagmin 3	83850	https://www.ncbi.nlm.nih.gov/gene/?term=83850
AK5	AK5	adenylate kinase 5	26289	https://www.ncbi.nlm.nih.gov/gene/?term=26289
DDB2	DDB2	damage specific DNA binding protein 2	1643	https://www.ncbi.nlm.nih.gov/gene/?term=1643
SPDEF	SPDEF	SAM pointed domain containing ETS transcription factor	25803	https://www.ncbi.nlm.nih.gov/gene/?term=25803
RPS15	RPS15	ribosomal protein S15	6209	https://www.ncbi.nlm.nih.gov/gene/?term=6209
SQLE	SQLE	squalene epoxidase	6713	https://www.ncbi.nlm.nih.gov/gene/?term=6713
DMPK	DMPK	DM1 protein kinase	1760	https://www.ncbi.nlm.nih.gov/gene/?term=1760
PLPP7	PLPP7	phospholipid phosphatase 7 (inactive)	84814	https://www.ncbi.nlm.nih.gov/gene/?term=84814
DCLK2	DCLK2	doublecortin like kinase 2	166614	https://www.ncbi.nlm.nih.gov/gene/?term=166614
SLC6A20	SLC6A20	solute carrier family 6 member 20	54716	https://www.ncbi.nlm.nih.gov/gene/?term=54716
COL8A2	COL8A2	collagen type VIII alpha 2 chain	1296	https://www.ncbi.nlm.nih.gov/gene/?term=1296
FBLN7	FBLN7	fibulin 7	129804	https://www.ncbi.nlm.nih.gov/gene/?term=129804
RPS7	RPS7	ribosomal protein S7	6201	https://www.ncbi.nlm.nih.gov/gene/?term=6201
FBXL8	FBXL8	F-box and leucine rich repeat protein 8	55336	https://www.ncbi.nlm.nih.gov/gene/?term=55336
GLB1	GLB1	galactosidase beta 1	2720	https://www.ncbi.nlm.nih.gov/gene/?term=2720
RPS2P32	RPS2P32	ribosomal protein S2 pseudogene 32	256355	https://www.ncbi.nlm.nih.gov/gene/?term=256355
MIR3117	MIR3117	microRNA 3117	100422871	https://www.ncbi.nlm.nih.gov/gene/?term=100422871
TTC24	TTC24	tetratricopeptide repeat domain 24	164118	https://www.ncbi.nlm.nih.gov/gene/?term=164118
RAPGEF4	RAPGEF4	Rap guanine nucleotide exchange factor 4	11069	https://www.ncbi.nlm.nih.gov/gene/?term=11069
CRYBB1	CRYBB1	crystallin beta B1	1414	https://www.ncbi.nlm.nih.gov/gene/?term=1414
TRMT61B	TRMT61B	tRNA methyltransferase 61B	55006	https://www.ncbi.nlm.nih.gov/gene/?term=55006
EXD3	EXD3	exonuclease 3'-5' domain containing 3	54932	https://www.ncbi.nlm.nih.gov/gene/?term=54932
LINC02244	LINC02244	long intergenic non-protein coding RNA 2244	105371018	https://www.ncbi.nlm.nih.gov/gene/?term=105371018
ABCC6P2	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2	730013	https://www.ncbi.nlm.nih.gov/gene/?term=730013
SRSF8	SRSF8	serine and arginine rich splicing factor 8	10929	https://www.ncbi.nlm.nih.gov/gene/?term=10929
NLRC4	NLRC4	NLR family CARD domain containing 4	58484	https://www.ncbi.nlm.nih.gov/gene/?term=58484
SLC9A3R1	SLC9A3R1	SLC9A3 regulator 1	9368	https://www.ncbi.nlm.nih.gov/gene/?term=9368
LIPT2	LIPT2	lipoyl(octanoyl) transferase 2	387787	https://www.ncbi.nlm.nih.gov/gene/?term=387787
RHOC	RHOC	ras homolog family member C	389	https://www.ncbi.nlm.nih.gov/gene/?term=389
ECHDC3	ECHDC3	enoyl-CoA hydratase domain containing 3	79746	https://www.ncbi.nlm.nih.gov/gene/?term=79746
PLEKHD1	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	400224	https://www.ncbi.nlm.nih.gov/gene/?term=400224
ALDH8A1	ALDH8A1	aldehyde dehydrogenase 8 family member A1	64577	https://www.ncbi.nlm.nih.gov/gene/?term=64577
RICTOR	RICTOR	RPTOR independent companion of MTOR complex 2	253260	https://www.ncbi.nlm.nih.gov/gene/?term=253260
UBE2H	UBE2H	ubiquitin conjugating enzyme E2 H	7328	https://www.ncbi.nlm.nih.gov/gene/?term=7328
GBA	GBA	glucosylceramidase beta	2629	https://www.ncbi.nlm.nih.gov/gene/?term=2629
CCSER1	CCSER1	coiled-coil serine rich protein 1	401145	https://www.ncbi.nlm.nih.gov/gene/?term=401145
EMILIN1	EMILIN1	elastin microfibril interfacer 1	11117	https://www.ncbi.nlm.nih.gov/gene/?term=11117
PDLIM2	PDLIM2	PDZ and LIM domain 2	64236	https://www.ncbi.nlm.nih.gov/gene/?term=64236
PRR22	PRR22	proline rich 22	163154	https://www.ncbi.nlm.nih.gov/gene/?term=163154
TYMSOS	TYMSOS	TYMS opposite strand	494514	https://www.ncbi.nlm.nih.gov/gene/?term=494514
NBPF19	NBPF19	NBPF member 19	101060226	https://www.ncbi.nlm.nih.gov/gene/?term=101060226
PML	PML	promyelocytic leukemia	5371	https://www.ncbi.nlm.nih.gov/gene/?term=5371
SHISA5	SHISA5	shisa family member 5	51246	https://www.ncbi.nlm.nih.gov/gene/?term=51246
LINC00894	LINC00894	long intergenic non-protein coding RNA 894	100272228	https://www.ncbi.nlm.nih.gov/gene/?term=100272228
EPG5	EPG5	ectopic P-granules autophagy protein 5 homolog	57724	https://www.ncbi.nlm.nih.gov/gene/?term=57724
AOAH	AOAH	acyloxyacyl hydrolase	313	https://www.ncbi.nlm.nih.gov/gene/?term=313
MYLK2	MYLK2	myosin light chain kinase 2	85366	https://www.ncbi.nlm.nih.gov/gene/?term=85366
BICC1	BICC1	BicC family RNA binding protein 1	80114	https://www.ncbi.nlm.nih.gov/gene/?term=80114
MYEF2	MYEF2	myelin expression factor 2	50804	https://www.ncbi.nlm.nih.gov/gene/?term=50804
HNRNPA1P35	HNRNPA1P35	heterogeneous nuclear ribonucleoprotein A1 pseudogene 35	645691	https://www.ncbi.nlm.nih.gov/gene/?term=645691
PIF1	PIF1	PIF1 5'-to-3' DNA helicase	80119	https://www.ncbi.nlm.nih.gov/gene/?term=80119
GLB1L	GLB1L	galactosidase beta 1 like	79411	https://www.ncbi.nlm.nih.gov/gene/?term=79411
RAB27A	RAB27A	RAB27A, member RAS oncogene family	5873	https://www.ncbi.nlm.nih.gov/gene/?term=5873
LRRN4	LRRN4	leucine rich repeat neuronal 4	164312	https://www.ncbi.nlm.nih.gov/gene/?term=164312
COG1	COG1	component of oligomeric golgi complex 1	9382	https://www.ncbi.nlm.nih.gov/gene/?term=9382
PCDHGB7	PCDHGB7	protocadherin gamma subfamily B, 7	56099	https://www.ncbi.nlm.nih.gov/gene/?term=56099
GALNS	GALNS	galactosamine (N-acetyl)-6-sulfatase	2588	https://www.ncbi.nlm.nih.gov/gene/?term=2588
MELTF-AS1	MELTF-AS1	MELTF antisense RNA 1	100507057	https://www.ncbi.nlm.nih.gov/gene/?term=100507057
CHID1	CHID1	chitinase domain containing 1	66005	https://www.ncbi.nlm.nih.gov/gene/?term=66005
MMP25	MMP25	matrix metallopeptidase 25	64386	https://www.ncbi.nlm.nih.gov/gene/?term=64386
FOS	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	2353	https://www.ncbi.nlm.nih.gov/gene/?term=2353
TCF4	TCF4	transcription factor 4	6925	https://www.ncbi.nlm.nih.gov/gene/?term=6925
KCTD19	KCTD19	potassium channel tetramerization domain containing 19	146212	https://www.ncbi.nlm.nih.gov/gene/?term=146212
PIGA	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	5277	https://www.ncbi.nlm.nih.gov/gene/?term=5277
RPL7P8	RPL7P8	ribosomal protein L7 pseudogene 8	441896	https://www.ncbi.nlm.nih.gov/gene/?term=441896
GFPT1	GFPT1	glutamine--fructose-6-phosphate transaminase 1	2673	https://www.ncbi.nlm.nih.gov/gene/?term=2673
MUC6	MUC6	mucin 6, oligomeric mucus/gel-forming	4588	https://www.ncbi.nlm.nih.gov/gene/?term=4588
RASSF4	RASSF4	Ras association domain family member 4	83937	https://www.ncbi.nlm.nih.gov/gene/?term=83937
OPLAH	OPLAH	5-oxoprolinase, ATP-hydrolysing	26873	https://www.ncbi.nlm.nih.gov/gene/?term=26873
LAGE3P1	LAGE3P1	L antigen family member 3 pseudogene 1	646808	https://www.ncbi.nlm.nih.gov/gene/?term=646808
TBPL1	TBPL1	TATA-box binding protein like 1	9519	https://www.ncbi.nlm.nih.gov/gene/?term=9519
IQCD	IQCD	IQ motif containing D	115811	https://www.ncbi.nlm.nih.gov/gene/?term=115811
CLTCL1	CLTCL1	clathrin heavy chain like 1	8218	https://www.ncbi.nlm.nih.gov/gene/?term=8218
CAMK2D	CAMK2D	calcium/calmodulin dependent protein kinase II delta	817	https://www.ncbi.nlm.nih.gov/gene/?term=817
METRN	METRN	meteorin, glial cell differentiation regulator	79006	https://www.ncbi.nlm.nih.gov/gene/?term=79006
PLCXD1	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1	55344	https://www.ncbi.nlm.nih.gov/gene/?term=55344
DTX2	DTX2	deltex E3 ubiquitin ligase 2	113878	https://www.ncbi.nlm.nih.gov/gene/?term=113878
CYB5R2	CYB5R2	cytochrome b5 reductase 2	51700	https://www.ncbi.nlm.nih.gov/gene/?term=51700
MROH1	MROH1	maestro heat like repeat family member 1	727957	https://www.ncbi.nlm.nih.gov/gene/?term=727957
SLC39A7	SLC39A7	solute carrier family 39 member 7	7922	https://www.ncbi.nlm.nih.gov/gene/?term=7922
RAB11FIP4	RAB11FIP4	RAB11 family interacting protein 4	84440	https://www.ncbi.nlm.nih.gov/gene/?term=84440
ANKS1B	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	56899	https://www.ncbi.nlm.nih.gov/gene/?term=56899
LCN15	LCN15	lipocalin 15	389812	https://www.ncbi.nlm.nih.gov/gene/?term=389812
THEM4	THEM4	thioesterase superfamily member 4	117145	https://www.ncbi.nlm.nih.gov/gene/?term=117145
KIF1C	KIF1C	kinesin family member 1C	10749	https://www.ncbi.nlm.nih.gov/gene/?term=10749
PEPD	PEPD	peptidase D	5184	https://www.ncbi.nlm.nih.gov/gene/?term=5184
LRRC29	LRRC29	leucine rich repeat containing 29	26231	https://www.ncbi.nlm.nih.gov/gene/?term=26231
CRYBB2P1	CRYBB2P1	crystallin beta B2 pseudogene 1	1416	https://www.ncbi.nlm.nih.gov/gene/?term=1416
ATG7	ATG7	autophagy related 7	10533	https://www.ncbi.nlm.nih.gov/gene/?term=10533
NF1	NF1	neurofibromin 1	4763	https://www.ncbi.nlm.nih.gov/gene/?term=4763
HES6	HES6	hes family bHLH transcription factor 6	55502	https://www.ncbi.nlm.nih.gov/gene/?term=55502
MTFP1	MTFP1	mitochondrial fission process 1	51537	https://www.ncbi.nlm.nih.gov/gene/?term=51537
ANKRD44	ANKRD44	ankyrin repeat domain 44	91526	https://www.ncbi.nlm.nih.gov/gene/?term=91526
TIGAR	TIGAR	TP53 induced glycolysis regulatory phosphatase	57103	https://www.ncbi.nlm.nih.gov/gene/?term=57103
TCEAL1	TCEAL1	transcription elongation factor A like 1	9338	https://www.ncbi.nlm.nih.gov/gene/?term=9338
PARD3-AS1	PARD3-AS1	PARD3 antisense RNA 1	100505601	https://www.ncbi.nlm.nih.gov/gene/?term=100505601
ARHGAP44	ARHGAP44	Rho GTPase activating protein 44	9912	https://www.ncbi.nlm.nih.gov/gene/?term=9912
SYCE3	SYCE3	synaptonemal complex central element protein 3	644186	https://www.ncbi.nlm.nih.gov/gene/?term=644186
YIPF2	YIPF2	Yip1 domain family member 2	78992	https://www.ncbi.nlm.nih.gov/gene/?term=78992
SLC25A41	SLC25A41	solute carrier family 25 member 41	284427	https://www.ncbi.nlm.nih.gov/gene/?term=284427
TMEM74B	TMEM74B	transmembrane protein 74B	55321	https://www.ncbi.nlm.nih.gov/gene/?term=55321
NSMCE1-DT	NSMCE1-DT	NSMCE1 divergent transcript	400512	https://www.ncbi.nlm.nih.gov/gene/?term=400512
CHD7	CHD7	chromodomain helicase DNA binding protein 7	55636	https://www.ncbi.nlm.nih.gov/gene/?term=55636
PPP2R2B	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	5521	https://www.ncbi.nlm.nih.gov/gene/?term=5521
LINC00896	LINC00896	long intergenic non-protein coding RNA 896	150197	https://www.ncbi.nlm.nih.gov/gene/?term=150197
NCOA5	NCOA5	nuclear receptor coactivator 5	57727	https://www.ncbi.nlm.nih.gov/gene/?term=57727
NFIL3	NFIL3	nuclear factor, interleukin 3 regulated	4783	https://www.ncbi.nlm.nih.gov/gene/?term=4783
SLC7A5	SLC7A5	solute carrier family 7 member 5	8140	https://www.ncbi.nlm.nih.gov/gene/?term=8140
GPAA1	GPAA1	glycosylphosphatidylinositol anchor attachment 1	8733	https://www.ncbi.nlm.nih.gov/gene/?term=8733
KDM7A	KDM7A	lysine demethylase 7A	80853	https://www.ncbi.nlm.nih.gov/gene/?term=80853
MARS2	MARS2	methionyl-tRNA synthetase 2, mitochondrial	92935	https://www.ncbi.nlm.nih.gov/gene/?term=92935
ARHGAP22	ARHGAP22	Rho GTPase activating protein 22	58504	https://www.ncbi.nlm.nih.gov/gene/?term=58504
TMEM150B	TMEM150B	transmembrane protein 150B	284417	https://www.ncbi.nlm.nih.gov/gene/?term=284417
BTBD8	BTBD8	BTB domain containing 8	284697	https://www.ncbi.nlm.nih.gov/gene/?term=284697
MYLIP	MYLIP	myosin regulatory light chain interacting protein	29116	https://www.ncbi.nlm.nih.gov/gene/?term=29116
SLC26A6	SLC26A6	solute carrier family 26 member 6	65010	https://www.ncbi.nlm.nih.gov/gene/?term=65010
