userId	geneSymbol	geneName	entrezgene	gLink
CCR7	CCR7	C-C motif chemokine receptor 7	1236	https://www.ncbi.nlm.nih.gov/gene/?term=1236
FAM221A	FAM221A	family with sequence similarity 221 member A	340277	https://www.ncbi.nlm.nih.gov/gene/?term=340277
NBL1	NBL1	NBL1, DAN family BMP antagonist	4681	https://www.ncbi.nlm.nih.gov/gene/?term=4681
HNRNPA3P15	HNRNPA3P15	heterogeneous nuclear ribonucleoprotein A3 pseudogene 15	106480234	https://www.ncbi.nlm.nih.gov/gene/?term=106480234
PTPRJ	PTPRJ	protein tyrosine phosphatase, receptor type J	5795	https://www.ncbi.nlm.nih.gov/gene/?term=5795
PSD2-AS1	PSD2-AS1	PSD2 antisense RNA 1	101929696	https://www.ncbi.nlm.nih.gov/gene/?term=101929696
TWSG1	TWSG1	twisted gastrulation BMP signaling modulator 1	57045	https://www.ncbi.nlm.nih.gov/gene/?term=57045
GPR143	GPR143	G protein-coupled receptor 143	4935	https://www.ncbi.nlm.nih.gov/gene/?term=4935
EHD2	EHD2	EH domain containing 2	30846	https://www.ncbi.nlm.nih.gov/gene/?term=30846
CCDC158	CCDC158	coiled-coil domain containing 158	339965	https://www.ncbi.nlm.nih.gov/gene/?term=339965
NBPF14	NBPF14	NBPF member 14	25832	https://www.ncbi.nlm.nih.gov/gene/?term=25832
CYB561	CYB561	cytochrome b561	1534	https://www.ncbi.nlm.nih.gov/gene/?term=1534
NANOS3	NANOS3	nanos C2HC-type zinc finger 3	342977	https://www.ncbi.nlm.nih.gov/gene/?term=342977
ALPK1	ALPK1	alpha kinase 1	80216	https://www.ncbi.nlm.nih.gov/gene/?term=80216
MLH3	MLH3	mutL homolog 3	27030	https://www.ncbi.nlm.nih.gov/gene/?term=27030
POLR2J4	POLR2J4	RNA polymerase II subunit J4, pseudogene	84820	https://www.ncbi.nlm.nih.gov/gene/?term=84820
ALMS1-IT1	ALMS1-IT1	ALMS1 intronic transcript 1	100874291	https://www.ncbi.nlm.nih.gov/gene/?term=100874291
WWC2-AS2	WWC2-AS2	WWC2 antisense RNA 2	152641	https://www.ncbi.nlm.nih.gov/gene/?term=152641
PPP1R3C	PPP1R3C	protein phosphatase 1 regulatory subunit 3C	5507	https://www.ncbi.nlm.nih.gov/gene/?term=5507
MYBPH	MYBPH	myosin binding protein H	4608	https://www.ncbi.nlm.nih.gov/gene/?term=4608
LMO7-AS1	LMO7-AS1	LMO7 antisense RNA 1	101927155	https://www.ncbi.nlm.nih.gov/gene/?term=101927155
TMOD1	TMOD1	tropomodulin 1	7111	https://www.ncbi.nlm.nih.gov/gene/?term=7111
PRSS37	PRSS37	serine protease 37	136242	https://www.ncbi.nlm.nih.gov/gene/?term=136242
SPEF2	SPEF2	sperm flagellar 2	79925	https://www.ncbi.nlm.nih.gov/gene/?term=79925
VAMP1	VAMP1	vesicle associated membrane protein 1	6843	https://www.ncbi.nlm.nih.gov/gene/?term=6843
ELMOD1	ELMOD1	ELMO domain containing 1	55531	https://www.ncbi.nlm.nih.gov/gene/?term=55531
TMEM236	TMEM236	transmembrane protein 236	653567	https://www.ncbi.nlm.nih.gov/gene/?term=653567
FHOD3	FHOD3	formin homology 2 domain containing 3	80206	https://www.ncbi.nlm.nih.gov/gene/?term=80206
LCN15	LCN15	lipocalin 15	389812	https://www.ncbi.nlm.nih.gov/gene/?term=389812
EPHA2	EPHA2	EPH receptor A2	1969	https://www.ncbi.nlm.nih.gov/gene/?term=1969
RPEP4	RPEP4	ribulose-5-phosphate-3-epimerase pseudogene 4	100420665	https://www.ncbi.nlm.nih.gov/gene/?term=100420665
ERVMER34-1	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope	100288413	https://www.ncbi.nlm.nih.gov/gene/?term=100288413
ARHGAP27P2	ARHGAP27P2	Rho GTPase activating protein 27 pseudogene 2	440461	https://www.ncbi.nlm.nih.gov/gene/?term=440461
HMGCS1	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	3157	https://www.ncbi.nlm.nih.gov/gene/?term=3157
ADAMTS9	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	https://www.ncbi.nlm.nih.gov/gene/?term=56999
FLT1	FLT1	fms related tyrosine kinase 1	2321	https://www.ncbi.nlm.nih.gov/gene/?term=2321
RPL3P6	RPL3P6	ribosomal protein L3 pseudogene 6	643220	https://www.ncbi.nlm.nih.gov/gene/?term=643220
LAMC1	LAMC1	laminin subunit gamma 1	3915	https://www.ncbi.nlm.nih.gov/gene/?term=3915
MSLN	MSLN	mesothelin	10232	https://www.ncbi.nlm.nih.gov/gene/?term=10232
AATK	AATK	apoptosis associated tyrosine kinase	9625	https://www.ncbi.nlm.nih.gov/gene/?term=9625
PIK3IP1	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	113791	https://www.ncbi.nlm.nih.gov/gene/?term=113791
FJX1	FJX1	four-jointed box kinase 1	24147	https://www.ncbi.nlm.nih.gov/gene/?term=24147
SLC14A2	SLC14A2	solute carrier family 14 member 2	8170	https://www.ncbi.nlm.nih.gov/gene/?term=8170
DRC1	DRC1	dynein regulatory complex subunit 1	92749	https://www.ncbi.nlm.nih.gov/gene/?term=92749
POLN	POLN	DNA polymerase nu	353497	https://www.ncbi.nlm.nih.gov/gene/?term=353497
HEXB	HEXB	hexosaminidase subunit beta	3074	https://www.ncbi.nlm.nih.gov/gene/?term=3074
PDZRN3	PDZRN3	PDZ domain containing ring finger 3	23024	https://www.ncbi.nlm.nih.gov/gene/?term=23024
AQP7	AQP7	aquaporin 7	364	https://www.ncbi.nlm.nih.gov/gene/?term=364
PNMA8C	PNMA8C	PNMA family member 8C	110806277	https://www.ncbi.nlm.nih.gov/gene/?term=110806277
PMFBP1	PMFBP1	polyamine modulated factor 1 binding protein 1	83449	https://www.ncbi.nlm.nih.gov/gene/?term=83449
KCNJ2-AS1	KCNJ2-AS1	KCNJ2 antisense RNA 1	400617	https://www.ncbi.nlm.nih.gov/gene/?term=400617
FAM225B	FAM225B	family with sequence similarity 225 member B	100128385	https://www.ncbi.nlm.nih.gov/gene/?term=100128385
OVCH1	OVCH1	ovochymase 1	341350	https://www.ncbi.nlm.nih.gov/gene/?term=341350
CHRNA9	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit	55584	https://www.ncbi.nlm.nih.gov/gene/?term=55584
FZD2	FZD2	frizzled class receptor 2	2535	https://www.ncbi.nlm.nih.gov/gene/?term=2535
DAPK2	DAPK2	death associated protein kinase 2	23604	https://www.ncbi.nlm.nih.gov/gene/?term=23604
IL18	IL18	interleukin 18	3606	https://www.ncbi.nlm.nih.gov/gene/?term=3606
PRKCD	PRKCD	protein kinase C delta	5580	https://www.ncbi.nlm.nih.gov/gene/?term=5580
RDH10-AS1	RDH10-AS1	RDH10 antisense RNA 1	101926926	https://www.ncbi.nlm.nih.gov/gene/?term=101926926
LINC01232	LINC01232	long intergenic non-protein coding RNA 1232	102725509	https://www.ncbi.nlm.nih.gov/gene/?term=102725509
ZBTB46	ZBTB46	zinc finger and BTB domain containing 46	140685	https://www.ncbi.nlm.nih.gov/gene/?term=140685
FRMD6	FRMD6	FERM domain containing 6	122786	https://www.ncbi.nlm.nih.gov/gene/?term=122786
PRKAR2A-AS1	PRKAR2A-AS1	PRKAR2A antisense RNA 1	100506637	https://www.ncbi.nlm.nih.gov/gene/?term=100506637
MAN2B2	MAN2B2	mannosidase alpha class 2B member 2	23324	https://www.ncbi.nlm.nih.gov/gene/?term=23324
DNLZ	DNLZ	DNL-type zinc finger	728489	https://www.ncbi.nlm.nih.gov/gene/?term=728489
LCNL1	LCNL1	lipocalin like 1	401562	https://www.ncbi.nlm.nih.gov/gene/?term=401562
IRAIN	IRAIN	IGF1R antisense imprinted non-protein coding RNA	104472848	https://www.ncbi.nlm.nih.gov/gene/?term=104472848
PSMB10	PSMB10	proteasome subunit beta 10	5699	https://www.ncbi.nlm.nih.gov/gene/?term=5699
DCBLD2	DCBLD2	discoidin, CUB and LCCL domain containing 2	131566	https://www.ncbi.nlm.nih.gov/gene/?term=131566
CSMD2	CSMD2	CUB and Sushi multiple domains 2	114784	https://www.ncbi.nlm.nih.gov/gene/?term=114784
PTH2R	PTH2R	parathyroid hormone 2 receptor	5746	https://www.ncbi.nlm.nih.gov/gene/?term=5746
SOCS3	SOCS3	suppressor of cytokine signaling 3	9021	https://www.ncbi.nlm.nih.gov/gene/?term=9021
TUBB6	TUBB6	tubulin beta 6 class V	84617	https://www.ncbi.nlm.nih.gov/gene/?term=84617
F8	F8	coagulation factor VIII	2157	https://www.ncbi.nlm.nih.gov/gene/?term=2157
RGS20	RGS20	regulator of G protein signaling 20	8601	https://www.ncbi.nlm.nih.gov/gene/?term=8601
ANGPTL1	ANGPTL1	angiopoietin like 1	9068	https://www.ncbi.nlm.nih.gov/gene/?term=9068
PDE3A	PDE3A	phosphodiesterase 3A	5139	https://www.ncbi.nlm.nih.gov/gene/?term=5139
TMBIM1	TMBIM1	transmembrane BAX inhibitor motif containing 1	64114	https://www.ncbi.nlm.nih.gov/gene/?term=64114
RGS2	RGS2	regulator of G protein signaling 2	5997	https://www.ncbi.nlm.nih.gov/gene/?term=5997
INSIG1	INSIG1	insulin induced gene 1	3638	https://www.ncbi.nlm.nih.gov/gene/?term=3638
C11orf87	C11orf87	chromosome 11 open reading frame 87	399947	https://www.ncbi.nlm.nih.gov/gene/?term=399947
CERS1	CERS1	ceramide synthase 1	10715	https://www.ncbi.nlm.nih.gov/gene/?term=10715
RAB11FIP5	RAB11FIP5	RAB11 family interacting protein 5	26056	https://www.ncbi.nlm.nih.gov/gene/?term=26056
BTBD19	BTBD19	BTB domain containing 19	149478	https://www.ncbi.nlm.nih.gov/gene/?term=149478
ADCY8	ADCY8	adenylate cyclase 8	114	https://www.ncbi.nlm.nih.gov/gene/?term=114
CMBL	CMBL	carboxymethylenebutenolidase homolog	134147	https://www.ncbi.nlm.nih.gov/gene/?term=134147
LINC02371	LINC02371	long intergenic non-protein coding RNA 2371	107984539	https://www.ncbi.nlm.nih.gov/gene/?term=107984539
MOSPD1	MOSPD1	motile sperm domain containing 1	56180	https://www.ncbi.nlm.nih.gov/gene/?term=56180
MAP3K20	MAP3K20	mitogen-activated protein kinase kinase kinase 20	51776	https://www.ncbi.nlm.nih.gov/gene/?term=51776
MSMO1	MSMO1	methylsterol monooxygenase 1	6307	https://www.ncbi.nlm.nih.gov/gene/?term=6307
ST3GAL6-AS1	ST3GAL6-AS1	ST3GAL6 antisense RNA 1	100874207	https://www.ncbi.nlm.nih.gov/gene/?term=100874207
LY6E	LY6E	lymphocyte antigen 6 family member E	4061	https://www.ncbi.nlm.nih.gov/gene/?term=4061
MCEE	MCEE	methylmalonyl-CoA epimerase	84693	https://www.ncbi.nlm.nih.gov/gene/?term=84693
ZYG11A	ZYG11A	zyg-11 family member A, cell cycle regulator	440590	https://www.ncbi.nlm.nih.gov/gene/?term=440590
LGALS2	LGALS2	galectin 2	3957	https://www.ncbi.nlm.nih.gov/gene/?term=3957
ZBBX	ZBBX	zinc finger B-box domain containing	79740	https://www.ncbi.nlm.nih.gov/gene/?term=79740
COL20A1	COL20A1	collagen type XX alpha 1 chain	57642	https://www.ncbi.nlm.nih.gov/gene/?term=57642
LINC01250	LINC01250	long intergenic non-protein coding RNA 1250	101927554	https://www.ncbi.nlm.nih.gov/gene/?term=101927554
FBXO6	FBXO6	F-box protein 6	26270	https://www.ncbi.nlm.nih.gov/gene/?term=26270
LLGL2	LLGL2	LLGL scribble cell polarity complex component 2	3993	https://www.ncbi.nlm.nih.gov/gene/?term=3993
MYH9	MYH9	myosin heavy chain 9	4627	https://www.ncbi.nlm.nih.gov/gene/?term=4627
NR3C1	NR3C1	nuclear receptor subfamily 3 group C member 1	2908	https://www.ncbi.nlm.nih.gov/gene/?term=2908
FURIN	FURIN	furin, paired basic amino acid cleaving enzyme	5045	https://www.ncbi.nlm.nih.gov/gene/?term=5045
ZNF217	ZNF217	zinc finger protein 217	7764	https://www.ncbi.nlm.nih.gov/gene/?term=7764
LINC00640	LINC00640	long intergenic non-protein coding RNA 640	283553	https://www.ncbi.nlm.nih.gov/gene/?term=283553
LGALS9	LGALS9	galectin 9	3965	https://www.ncbi.nlm.nih.gov/gene/?term=3965
ZNF185	ZNF185	zinc finger protein 185 with LIM domain	7739	https://www.ncbi.nlm.nih.gov/gene/?term=7739
FMO4	FMO4	flavin containing monooxygenase 4	2329	https://www.ncbi.nlm.nih.gov/gene/?term=2329
SLC28A1	SLC28A1	solute carrier family 28 member 1	9154	https://www.ncbi.nlm.nih.gov/gene/?term=9154
LINC01655	LINC01655	long intergenic non-protein coding RNA 1655	101929771	https://www.ncbi.nlm.nih.gov/gene/?term=101929771
LINC02182	LINC02182	long intergenic non-protein coding RNA 2182	101928880	https://www.ncbi.nlm.nih.gov/gene/?term=101928880
SV2B	SV2B	synaptic vesicle glycoprotein 2B	9899	https://www.ncbi.nlm.nih.gov/gene/?term=9899
NOS1	NOS1	nitric oxide synthase 1	4842	https://www.ncbi.nlm.nih.gov/gene/?term=4842
DOCK5	DOCK5	dedicator of cytokinesis 5	80005	https://www.ncbi.nlm.nih.gov/gene/?term=80005
SATL1	SATL1	spermidine/spermine N1-acetyl transferase like 1	340562	https://www.ncbi.nlm.nih.gov/gene/?term=340562
APOBEC3C	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	27350	https://www.ncbi.nlm.nih.gov/gene/?term=27350
PAM	PAM	peptidylglycine alpha-amidating monooxygenase	5066	https://www.ncbi.nlm.nih.gov/gene/?term=5066
NEDD4L	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	23327	https://www.ncbi.nlm.nih.gov/gene/?term=23327
AKR7L	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)	246181	https://www.ncbi.nlm.nih.gov/gene/?term=246181
FAXDC2	FAXDC2	fatty acid hydroxylase domain containing 2	10826	https://www.ncbi.nlm.nih.gov/gene/?term=10826
MYO1D	MYO1D	myosin ID	4642	https://www.ncbi.nlm.nih.gov/gene/?term=4642
FHL2	FHL2	four and a half LIM domains 2	2274	https://www.ncbi.nlm.nih.gov/gene/?term=2274
NGF	NGF	nerve growth factor	4803	https://www.ncbi.nlm.nih.gov/gene/?term=4803
SLC22A1	SLC22A1	solute carrier family 22 member 1	6580	https://www.ncbi.nlm.nih.gov/gene/?term=6580
SYT3	SYT3	synaptotagmin 3	84258	https://www.ncbi.nlm.nih.gov/gene/?term=84258
LARGE2	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	120071	https://www.ncbi.nlm.nih.gov/gene/?term=120071
GCNA	GCNA	germ cell nuclear acidic peptidase	93953	https://www.ncbi.nlm.nih.gov/gene/?term=93953
ANGPT1	ANGPT1	angiopoietin 1	284	https://www.ncbi.nlm.nih.gov/gene/?term=284
LINC01001	LINC01001	long intergenic non-protein coding RNA 1001	100133161	https://www.ncbi.nlm.nih.gov/gene/?term=100133161
LINC01503	LINC01503	long intergenic non-protein coding RNA 1503	100506119	https://www.ncbi.nlm.nih.gov/gene/?term=100506119
FTL	FTL	ferritin light chain	2512	https://www.ncbi.nlm.nih.gov/gene/?term=2512
TMEM200B	TMEM200B	transmembrane protein 200B	399474	https://www.ncbi.nlm.nih.gov/gene/?term=399474
ENHO	ENHO	energy homeostasis associated	375704	https://www.ncbi.nlm.nih.gov/gene/?term=375704
SFMBT2	SFMBT2	Scm like with four mbt domains 2	57713	https://www.ncbi.nlm.nih.gov/gene/?term=57713
SNX31	SNX31	sorting nexin 31	169166	https://www.ncbi.nlm.nih.gov/gene/?term=169166
SNORD117	SNORD117	small nucleolar RNA, C/D box 117	692233	https://www.ncbi.nlm.nih.gov/gene/?term=692233
PDLIM1	PDLIM1	PDZ and LIM domain 1	9124	https://www.ncbi.nlm.nih.gov/gene/?term=9124
GPR137C	GPR137C	G protein-coupled receptor 137C	283554	https://www.ncbi.nlm.nih.gov/gene/?term=283554
SIX3-AS1	SIX3-AS1	SIX3 antisense RNA 1	100506108	https://www.ncbi.nlm.nih.gov/gene/?term=100506108
EHBP1	EHBP1	EH domain binding protein 1	23301	https://www.ncbi.nlm.nih.gov/gene/?term=23301
EXT1	EXT1	exostosin glycosyltransferase 1	2131	https://www.ncbi.nlm.nih.gov/gene/?term=2131
LYST	LYST	lysosomal trafficking regulator	1130	https://www.ncbi.nlm.nih.gov/gene/?term=1130
PTPRN2	PTPRN2	protein tyrosine phosphatase, receptor type N2	5799	https://www.ncbi.nlm.nih.gov/gene/?term=5799
LINC01572	LINC01572	long intergenic non-protein coding RNA 1572	101927957	https://www.ncbi.nlm.nih.gov/gene/?term=101927957
ANKRD28	ANKRD28	ankyrin repeat domain 28	23243	https://www.ncbi.nlm.nih.gov/gene/?term=23243
FZD4	FZD4	frizzled class receptor 4	8322	https://www.ncbi.nlm.nih.gov/gene/?term=8322
TENT5C	TENT5C	terminal nucleotidyltransferase 5C	54855	https://www.ncbi.nlm.nih.gov/gene/?term=54855
LINC01119	LINC01119	long intergenic non-protein coding RNA 1119	100134259	https://www.ncbi.nlm.nih.gov/gene/?term=100134259
SP140	SP140	SP140 nuclear body protein	11262	https://www.ncbi.nlm.nih.gov/gene/?term=11262
FASN	FASN	fatty acid synthase	2194	https://www.ncbi.nlm.nih.gov/gene/?term=2194
CTBS	CTBS	chitobiase	1486	https://www.ncbi.nlm.nih.gov/gene/?term=1486
PGF	PGF	placental growth factor	5228	https://www.ncbi.nlm.nih.gov/gene/?term=5228
CYSRT1	CYSRT1	cysteine rich tail 1	375791	https://www.ncbi.nlm.nih.gov/gene/?term=375791
PDE9A	PDE9A	phosphodiesterase 9A	5152	https://www.ncbi.nlm.nih.gov/gene/?term=5152
PLA2G4C	PLA2G4C	phospholipase A2 group IVC	8605	https://www.ncbi.nlm.nih.gov/gene/?term=8605
SGIP1	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1	84251	https://www.ncbi.nlm.nih.gov/gene/?term=84251
EIF5A2	EIF5A2	eukaryotic translation initiation factor 5A2	56648	https://www.ncbi.nlm.nih.gov/gene/?term=56648
CXCR6	CXCR6	C-X-C motif chemokine receptor 6	10663	https://www.ncbi.nlm.nih.gov/gene/?term=10663
HCLS1	HCLS1	hematopoietic cell-specific Lyn substrate 1	3059	https://www.ncbi.nlm.nih.gov/gene/?term=3059
ADCYAP1	ADCYAP1	adenylate cyclase activating polypeptide 1	116	https://www.ncbi.nlm.nih.gov/gene/?term=116
ISYNA1	ISYNA1	inositol-3-phosphate synthase 1	51477	https://www.ncbi.nlm.nih.gov/gene/?term=51477
PRKG1-AS1	PRKG1-AS1	PRKG1 antisense RNA 1	100506939	https://www.ncbi.nlm.nih.gov/gene/?term=100506939
ZNF235	ZNF235	zinc finger protein 235	9310	https://www.ncbi.nlm.nih.gov/gene/?term=9310
LTK	LTK	leukocyte receptor tyrosine kinase	4058	https://www.ncbi.nlm.nih.gov/gene/?term=4058
PLEKHF1	PLEKHF1	pleckstrin homology and FYVE domain containing 1	79156	https://www.ncbi.nlm.nih.gov/gene/?term=79156
SIPA1L1	SIPA1L1	signal induced proliferation associated 1 like 1	26037	https://www.ncbi.nlm.nih.gov/gene/?term=26037
UBE2QL1	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	134111	https://www.ncbi.nlm.nih.gov/gene/?term=134111
WIPI1	WIPI1	WD repeat domain, phosphoinositide interacting 1	55062	https://www.ncbi.nlm.nih.gov/gene/?term=55062
MAP3K14	MAP3K14	mitogen-activated protein kinase kinase kinase 14	9020	https://www.ncbi.nlm.nih.gov/gene/?term=9020
MBOAT7	MBOAT7	membrane bound O-acyltransferase domain containing 7	79143	https://www.ncbi.nlm.nih.gov/gene/?term=79143
LRRC56	LRRC56	leucine rich repeat containing 56	115399	https://www.ncbi.nlm.nih.gov/gene/?term=115399
CBX7	CBX7	chromobox 7	23492	https://www.ncbi.nlm.nih.gov/gene/?term=23492
MT2A	MT2A	metallothionein 2A	4502	https://www.ncbi.nlm.nih.gov/gene/?term=4502
PHLDA1	PHLDA1	pleckstrin homology like domain family A member 1	22822	https://www.ncbi.nlm.nih.gov/gene/?term=22822
FUT8	FUT8	fucosyltransferase 8	2530	https://www.ncbi.nlm.nih.gov/gene/?term=2530
B3GNT9	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	84752	https://www.ncbi.nlm.nih.gov/gene/?term=84752
COL2A1	COL2A1	collagen type II alpha 1 chain	1280	https://www.ncbi.nlm.nih.gov/gene/?term=1280
ADORA2B	ADORA2B	adenosine A2b receptor	136	https://www.ncbi.nlm.nih.gov/gene/?term=136
SLC25A34	SLC25A34	solute carrier family 25 member 34	284723	https://www.ncbi.nlm.nih.gov/gene/?term=284723
AHSA2P	AHSA2P	activator of HSP90 ATPase homolog 2, pseudogene	130872	https://www.ncbi.nlm.nih.gov/gene/?term=130872
CYP11A1	CYP11A1	cytochrome P450 family 11 subfamily A member 1	1583	https://www.ncbi.nlm.nih.gov/gene/?term=1583
SPHK1	SPHK1	sphingosine kinase 1	8877	https://www.ncbi.nlm.nih.gov/gene/?term=8877
PA2G4P2	PA2G4P2	proliferation-associated 2G4 pseudogene 2	170533	https://www.ncbi.nlm.nih.gov/gene/?term=170533
NFATC2	NFATC2	nuclear factor of activated T cells 2	4773	https://www.ncbi.nlm.nih.gov/gene/?term=4773
SLC27A1	SLC27A1	solute carrier family 27 member 1	376497	https://www.ncbi.nlm.nih.gov/gene/?term=376497
OSGIN1	OSGIN1	oxidative stress induced growth inhibitor 1	29948	https://www.ncbi.nlm.nih.gov/gene/?term=29948
GUCA1A	GUCA1A	guanylate cyclase activator 1A	2978	https://www.ncbi.nlm.nih.gov/gene/?term=2978
PLIN3	PLIN3	perilipin 3	10226	https://www.ncbi.nlm.nih.gov/gene/?term=10226
SNX6P1	SNX6P1	sorting nexin 6 pseudogene 1	126506	https://www.ncbi.nlm.nih.gov/gene/?term=126506
ITGB2	ITGB2	integrin subunit beta 2	3689	https://www.ncbi.nlm.nih.gov/gene/?term=3689
ANGPTL2	ANGPTL2	angiopoietin like 2	23452	https://www.ncbi.nlm.nih.gov/gene/?term=23452
COX6B2	COX6B2	cytochrome c oxidase subunit 6B2	125965	https://www.ncbi.nlm.nih.gov/gene/?term=125965
WNT10B	WNT10B	Wnt family member 10B	7480	https://www.ncbi.nlm.nih.gov/gene/?term=7480
LTB	LTB	lymphotoxin beta	4050	https://www.ncbi.nlm.nih.gov/gene/?term=4050
KCNAB1	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	7881	https://www.ncbi.nlm.nih.gov/gene/?term=7881
CDKL5	CDKL5	cyclin dependent kinase like 5	6792	https://www.ncbi.nlm.nih.gov/gene/?term=6792
GUCY1A2	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2	2977	https://www.ncbi.nlm.nih.gov/gene/?term=2977
RSL24D1P11	RSL24D1P11	ribosomal L24 domain containing 1 pseudogene 11	284288	https://www.ncbi.nlm.nih.gov/gene/?term=284288
HNF4G	HNF4G	hepatocyte nuclear factor 4 gamma	3174	https://www.ncbi.nlm.nih.gov/gene/?term=3174
CALY	CALY	calcyon neuron specific vesicular protein	50632	https://www.ncbi.nlm.nih.gov/gene/?term=50632
ATP5F1AP3	ATP5F1AP3	ATP synthase F1 subunit alpha pseudogene 3	645443	https://www.ncbi.nlm.nih.gov/gene/?term=645443
FCGBP	FCGBP	Fc fragment of IgG binding protein	8857	https://www.ncbi.nlm.nih.gov/gene/?term=8857
MIR181A2HG	MIR181A2HG	MIR181A2 host gene	100379345	https://www.ncbi.nlm.nih.gov/gene/?term=100379345
CDX1	CDX1	caudal type homeobox 1	1044	https://www.ncbi.nlm.nih.gov/gene/?term=1044
ESPN	ESPN	espin	83715	https://www.ncbi.nlm.nih.gov/gene/?term=83715
POU3F2	POU3F2	POU class 3 homeobox 2	5454	https://www.ncbi.nlm.nih.gov/gene/?term=5454
VMP1	VMP1	vacuole membrane protein 1	81671	https://www.ncbi.nlm.nih.gov/gene/?term=81671
CNKSR1	CNKSR1	connector enhancer of kinase suppressor of Ras 1	10256	https://www.ncbi.nlm.nih.gov/gene/?term=10256
CNTN4-AS1	CNTN4-AS1	CNTN4 antisense RNA 1	100873975	https://www.ncbi.nlm.nih.gov/gene/?term=100873975
TKT	TKT	transketolase	7086	https://www.ncbi.nlm.nih.gov/gene/?term=7086
PDLIM1P4	PDLIM1P4	PDZ and LIM domain 1 pseudogene 4	100419185	https://www.ncbi.nlm.nih.gov/gene/?term=100419185
HLA-F-AS1	HLA-F-AS1	HLA-F antisense RNA 1	285830	https://www.ncbi.nlm.nih.gov/gene/?term=285830
BHLHE40	BHLHE40	basic helix-loop-helix family member e40	8553	https://www.ncbi.nlm.nih.gov/gene/?term=8553
ZFP36L2	ZFP36L2	ZFP36 ring finger protein like 2	678	https://www.ncbi.nlm.nih.gov/gene/?term=678
FMO5	FMO5	flavin containing monooxygenase 5	2330	https://www.ncbi.nlm.nih.gov/gene/?term=2330
GBP5	GBP5	guanylate binding protein 5	115362	https://www.ncbi.nlm.nih.gov/gene/?term=115362
FAM228B	FAM228B	family with sequence similarity 228 member B	375190	https://www.ncbi.nlm.nih.gov/gene/?term=375190
FGF14-IT1	FGF14-IT1	FGF14 intronic transcript 1	283480	https://www.ncbi.nlm.nih.gov/gene/?term=283480
NT5DC3	NT5DC3	5'-nucleotidase domain containing 3	51559	https://www.ncbi.nlm.nih.gov/gene/?term=51559
TIMP1	TIMP1	TIMP metallopeptidase inhibitor 1	7076	https://www.ncbi.nlm.nih.gov/gene/?term=7076
PRX	PRX	periaxin	57716	https://www.ncbi.nlm.nih.gov/gene/?term=57716
SLC9A7	SLC9A7	solute carrier family 9 member A7	84679	https://www.ncbi.nlm.nih.gov/gene/?term=84679
LINC00869	LINC00869	long intergenic non-protein coding RNA 869	57234	https://www.ncbi.nlm.nih.gov/gene/?term=57234
SOD2	SOD2	superoxide dismutase 2	6648	https://www.ncbi.nlm.nih.gov/gene/?term=6648
SPSB1	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	80176	https://www.ncbi.nlm.nih.gov/gene/?term=80176
CHST6	CHST6	carbohydrate sulfotransferase 6	4166	https://www.ncbi.nlm.nih.gov/gene/?term=4166
NFIA-AS2	NFIA-AS2	NFIA antisense RNA 2	100996570	https://www.ncbi.nlm.nih.gov/gene/?term=100996570
C5AR1	C5AR1	complement C5a receptor 1	728	https://www.ncbi.nlm.nih.gov/gene/?term=728
EEA1	EEA1	early endosome antigen 1	8411	https://www.ncbi.nlm.nih.gov/gene/?term=8411
ZNF840P	ZNF840P	zinc finger protein 840, pseudogene	100533646	https://www.ncbi.nlm.nih.gov/gene/?term=100533646
ADAMTS1	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	https://www.ncbi.nlm.nih.gov/gene/?term=9510
FOLR1	FOLR1	folate receptor 1	2348	https://www.ncbi.nlm.nih.gov/gene/?term=2348
SMAGP	SMAGP	small cell adhesion glycoprotein	57228	https://www.ncbi.nlm.nih.gov/gene/?term=57228
CLCF1	CLCF1	cardiotrophin like cytokine factor 1	23529	https://www.ncbi.nlm.nih.gov/gene/?term=23529
DOK6	DOK6	docking protein 6	220164	https://www.ncbi.nlm.nih.gov/gene/?term=220164
KIAA0040	KIAA0040	KIAA0040	9674	https://www.ncbi.nlm.nih.gov/gene/?term=9674
LIPH	LIPH	lipase H	200879	https://www.ncbi.nlm.nih.gov/gene/?term=200879
DUSP8	DUSP8	dual specificity phosphatase 8	1850	https://www.ncbi.nlm.nih.gov/gene/?term=1850
